0, 1, -2, -3
2, 4, -2, -2
0, 0, 0, 3
1, -3, -3, -1
3, 4, 0, -1
-1, -3, -1, 4
5, -1, -5, 0
2, -1, 0, 2
0, 0, -1, -3
2, 6, 0, -4
-1, 0, 0, 4
2, -4, -4, 2
6, 1, -7, -6
5, 9, -1, -6
-1, 1, 0, 3
1, -3, -3, 0
5, 3, -4, -5
2, 4, 0, 0
-1, -4, 0, 5
1, -1, -1, -5
-2, 6, 8, -1
-8, -4, 4, 5
-2, -5, 5, 7
-5, -10, 2, 8
1, -2, -1, -1
0, 2, 1, -1
0, 1, -2, -3
4, 4, -4, -5
4, 4, -4, -3
3, 2, -2, -2
1, 1, -1, 0
0, -1, 0, 3
0, -4, -1, 2
1, 0, 0, 0
0, -1, 0, 2

1, 1, -1, -1
0, 1, 0, 0
-1, -1, 1, 2
-1, -2, 1, 2
-1, -2, 0, 0
2, 2, -4, -5
3, 6, -1, -3
1, 0, -3, 2
5, 0, -5, -1
1, 0, 1, 3
-1, -5, 0, 4
2, -1, -2, 0
0, 0, 0, 0
0, -1, 0, 1
0, -1, 0, 0
0, -1, 3, 3
-6, -7, 5, 7
-3, -4, 2, 2
-2, -1, 1, 0
0, 1, 0, -1
-1, 0, 1, 1
0, -1, 0, 0
-1, -1, 4, 2
-3, -3, 0, 0
2, 3, -3, -6
0, 4, 1, 0
-2, -3, 0, 3
1, 0, -2, -1
1, 1, 0, 0
0, -2, 0, 1
1, 0, -1, 0
2, 0, -1, -1
0, 0, 3, 3
-2, -5, -1, 2
3, 1, -2, -1
0, -1, -1, 3
3, -2, -4, 0
2, 1, 0, 0
0, -1, 0, 1
0, -1, -1, 0
0, 0, 0, 0
0, 0, 0, -1
2, 3, -3, -5
2, 5, -1, -3
0, 1, -1, 0
1, 1, 0, -1
-1, 0, 2, 2
-2, -2, 0, 1
2, 1, -3, -3
2, 4, -1, -2
0, 0, 0, 0
0, 0, -1, 0
3, 1, -2, -2
0, 1, 0, 1
0, -4, 0, 6
0, -6, -1, 5
2, -2, -1, 0
0, 0, -1, 0
2, 0, -2, -1
2, 1, -1, -1
0, 0, -1, 0
1, 0, -2, 0
3, 2, -4, -6
2, 7, 0, -4
0, 2, -2, -2
3, 2, -1, -1
0, 0, 0, 0
1, 1, -1, -2
1, 3, -1, -4
0, 4, 0, -2
-2, 0, 1, 0
-1, 0, 3, -2
-5, 2, 5, -1
-2, 3, -2, -6
4, 8, -2, -6
1, 1, 0, 1
1, -2, 0, 2
0, -1, 0, 0
1, 1, -2, -2
3, 2, -2, -2
3, 3, -4, -6
2, 7, 1, -6
-1, 3, 0, -3
0, 3, 3, 0
-4, -3, 3, 3
-1, -2, 1, 0
-1, 0, 0, 0
0, 0, 0, 0
0, 0, -1, 0
1, 0, 0, 2
1, -3, -1, 2
0, -1, 3, 3
-3, -3, 0, 1
2, 1, -2, -3
1, 1, -3, 1
6, -2, -7, 1
5, 0, -3, 0
1, 0, -1, 0
1, 0, 0, 0
0, -2, 0, 2
2, -1, -2, 0
0, 0, 2, 1
-1, -3, -1, 2
3, 1, -2, -2
0, 2, 0, -2
0, 2, 0, -1
0, 0, 0, 0
0, 0, -1, 0
1, 1, -1, -2
1, 1, -1, 0
3, 1, -7, -3
8, 6, -7, -5
4, 2, -1, 0
0, 0, -2, -1
2, 4, -2, -5
1, 4, -2, -3
2, 3, -1, -3
0, 2, 0, 0
2, 1, -3, -3
1, 2, 3, 1
-3, -5, 0, 3
0, 0, 0, -1
-1, 0, 0, 0
0, 0, -1, 0
0, 0, 0, 0
1, 0, -1, 0
2, 0, -2, -2
0, 2, 0, -1
0, 1, 0, -1
0, 0, 1, 0
0, -1, 0, 0
0, 0, 0, 0
-1, 0, 0, 1
0, -1, 0, 0
0, 0, -1, -1
0, 0, 1, 1
-1, -3, 0, 3
1, -1, -1, 0
0, 0, -1, -1
1, 2, -2, -2
2, 2, -3, -2
2, 2, -1, 0
1, 0, -1, 0
2, 1, -2, -3
2, 3, -2, -1
2, 0, -2, 0
2, 0, -2, 0
2, 0, -3, 0
3, 3, -1, -7
-1, 10, 3, -18
-8, 27, 19, -22
-24, -3, 12, 30
18, -37, -54, 8
67, 39, -36, -56
-12, 27, 32, 9
-20, -20, 3, 9
0, 3, 6, -10
-19, 9, 26, 3
-9, -11, -30, -9
55, 35, -38, -15
18, -45, -40, 80
84, -49, -92, -10
49, 41, 11, -16
-41, -31, 20, 43
12, -2, -10, -39
-19, 46, 37, -31
-38, 18, 39, -2
-39, -17, 28, 30
-6, -28, -13, 18
24, -12, -29, 7
27, -1, -14, 2
-3, -13, 12, 25
-7, -23, -4, 11
6, -4, 1, 15
-7, -32, 0, 29
11, -3, -17, -26
36, 59, -74, -107
88, 143, -51, -121
2, 52, 15, 10
-9, -38, 4, 42
2, -26, -14, -7
15, 35, 1, -32
-13, 9, 6, 6
9, -3, -15, -5
9, 7, 0, -1
-2, -4, 0, 5
4, -1, -5, -3
1, 3, 5, 2
-8, -7, 6, 7
-3, -3, 1, 0
-1, 2, 2, 0
0, -1, -1, 2
-1, -5, 8, 13
-9, -19, 3, 14
1, -3, 0, -3
-1, 4, 2, -2
0, 0, 0, 1
3, 1, -7, -9
7, 16, -3, -15
1, 9, -4, -3
6, 0, -3, 2
-1, -7, 5, 11
-3, -9, 0, 2
1, 4, 1, -6
-5, 1, 8, 4
-7, -7, 4, 6
-2, -4, 3, 3
0, -2, -4, -3
7, 8, -3, -6
-1, 0, 1, 3
0, -4, 0, 3
-1, -2, 0, 0
2, 2, -1, -3
0, 2, 0, 0
1, 0, -1, 0
1, 1, -1, -2
2, 4, -1, -4
-2, 1, 5, 5
-2, -6, -5, 0
8, 8, -3, -8
-2, 1, 4, 6
-3, -9, 1, 9
0, -5, 0, 1
-1, 0, 3, 1
-3, -2, 1, 2
0, -1, 0, 0
1, 0, -2, -1
2, 2, -1, -2
0, 0, 1, 2
0, -3, 0, 1
0, 1, 0, -1
0, 0, -1, 0
2, 1, -1, -1
0, 0, 1, 1
0, -1, 0, 1
1, 0, 0, 0
0, 0, 0, 1
0, -2, 1, 3
-2, -2, 2, 2
-3, -2, 4, 4
-2, -5, 0, 4
4, 0, -6, -4
3, 5, 1, 0
-4, -6, 3, 8
0, -6, 0, 3
0, -2, 0, 2
1, -1, -2, 0
1, 1, 0, 0
0, 0, -1, 0
0, 0, 1, 3
-1, -5, -2, 3
5, 2, -5, -6
2, 6, -1, -4
2, 2, -3, -1
2, 0, 0, 5
-3, -10, 2, 11
0, -7, 0, 2
-1, 0, 2, 0
-1, 0, 0, 0
0, 0, 1, 2
0, -2, -2, -1
3, 3, -1, -2
0, -1, 0, 3
2, -2, -4, 0
2, 1, 0, 0
-1, -2, 0, 2
2, 0, -1, -1
2, 1, -4, -3
5, 5, -3, -4
0, 0, 1, 2
0, -4, 0, 4
0, -4, 0, 4
0, -3, 0, 2
0, 0, 0, -1
0, 3, 0, -3
0, 1, 0, 0
1, 0, 0, 1
1, 0, -3, -1
3, 4, 0, -3
-2, 0, 4, 4
-2, -5, 0, 2
1, 0, 0, 0
1, 0, -5, -3
6, 7, -3, -7
0, 4, 0, -2
2, 2, -2, -3
1, 1, 0, 0
-1, -4, 1, 6
-2, -6, 1, 4
-1, -1, 1, 0
-1, 0, 0, -1
3, 3, -5, -6
4, 7, -1, -5
0, 1, 0, 0
0, 0, 0, 0
-1, 0, 1, 0
0, 0, 0, 0
0, 0, 2, 1
-2, -3, 1, 2
0, -2, 1, 1

5, 5, -2, -3
0, 0, -1, 0
2, 0, -2, 0
0, -2, 1, 4
0, -5, -1, 3
2, 0, -2, -4
0, 5, 1, -2
-2, -1, 2, 4
0, -5, 0, 5
0, -3, 0, 2
0, -1, 0, 0
0, 0, 0, 1
0, -1, -1, 0
1, 0, -1, 0
1, 1, -1, -1
1, 0, -2, 2
4, -3, -7, 2
7, -1, -6, 0
3, 0, -2, 0
2, 1, -2, -2
2, 2, -2, -2
0, 1, 0, 0
0, -1, -1, 0
3, 2, -2, -3
1, 2, 0, -1
0, 0, 1, 1
0, -1, -4, 0
6, 4, -5, -5
2, 3, 0, -1
0, 0, 0, 0
0, -1, 1, 3
0, -3, -2, 0
0, 0, 0, 0
4, 3, -3, -4
1, 2, -1, 0
1, 0, -2, 1
3, -1, -3, 0
4, 0, -4, -1
3, 1, -1, 0
0, 0, 0, 1
0, -1, 1, 2
-2, -3, 2, 2
0, 0, 0, 0
2, 2, -3, -3
4, 4, -4, -3
3, 1, -1, 0
0, -2, 1, 4
-2, -4, 2, 3
-1, 0, -1, -3
2, 6, -1, -5
0, 0, 0, 4
3, -5, -5, 1
3, 1, 0, 0
-3, -2, 3, 6
-1, -7, -2, 3
3, 0, -2, -2
0, 0, 0, 1
3, -1, -4, 0
3, 0, 0, 2
0, -3, 0, 3
1, -2, -2, 0
2, 2, -1, -2
1, 0, -2, 0
3, 0, -5, 0
5, 1, -5, -1
3, 1, -1, -1
0, 0, 0, 1
0, -2, -2, 2
4, 0, -6, -4
5, 5, -1, -3
0, 1, 0, -1
-1, 0, 1, 2
0, -6, -2, 7
3, -5, -2, 2
0, 0, 0, -1
0, 2, 0, -1
0, -1, -1, 1
3, 0, -3, 0
1, 0, -1, 1
1, -1, -2, 0
4, 2, -5, -4
5, 5, -3, -4
2, 1, -2, 0
2, 0, -2, 0
0, 0, 1, 1
0, -1, -1, 0
2, 1, -1, -1
0, 0, 0, 2
0, -4, 0, 4
1, -2, 0, 0
0, 0, 1, 0
0, 0, -1, 0
2, 1, -2, -3
0, 4, 0, -3
0, 3, -2, -4
2, 4, -1, -2
0, -1, -2, 4
5, -2, -7, 0
4, 2, 0, -1
0, 0, 0, -1
1, 2, 0, -1
0, 0, -1, -1
2, 2, -2, -2
1, 1, 0, 0
1, 0, -2, 0
2, 0, -1, 0
0, 0, 0, 0
2, 2, -2, -3
1, 2, -1, 0
1, 0, -2, -2
2, 3, -1, -4
1, 3, -1, -3
0, 1, 0, 0
0, 0, -1, 1
1, 0, 0, 0
0, 0, 0, 1
-1, -2, 0, 2
0, 0, 0, 0
-1, 0, 0, 1
0, -1, 0, 2
-2, -4, 2, 7
0, -6, -2, 3
4, 0, -2, -1
1, 0, 0, 1
0, -1, -2, 0
4, 2, -3, -3
2, 3, -2, -1
2, 0, -1, 0
1, -1, -2, 1
3, 0, -3, 0
1, -1, -1, 1
3, 0, -3, -1
2, 1, 0, 0
1, -1, -2, 1
3, -1, -2, 0
2, 0, -1, 0
-1, -3, 4, 7
-4, -8, 1, 4
0, 0, 2, 0
-3, -2, 1, 3
1, -1, -3, -1
1, 2, 1, -1
-3, -1, 2, 3
0, -2, -3, 1
4, 0, -3, 0
2, 0, -3, 0
5, 1, -6, -6
3, 11, 4, -7
-7, -2, -2, 7
17, 2, -22, -18
11, 26, 7, -17
-15, 3, 8, 2
3, 0, -9, -7
8, 10, -3, -1
4, -15, -19, 21
37, -5, -39, -20
17, 30, 15, -11
-30, -19, 10, 21
15, 9, -12, -32
-12, 22, 24, -2
-15, -3, 3, -2
-1, 8, 6, -8
-13, 1, 19, 8
-20, -14, 16, 9
-12, 0, 16, 7
-18, -28, 7, 41
9, -32, -15, 10
8, 8, 5, -18
-17, 17, 22, -11
-22, 5, 20, 0
-12, -4, 0, 4
11, -2, -16, 2
15, -3, -10, 1
2, 0, 6, 2
-10, -13, 2, 25
13, -25, -23, 15
17, -5, -4, 4
-4, -5, 3, 4
-1, -1, 0, 0
1, 3, -4, -8
2, 8, 2, 0
-5, -14, 0, 23
11, -21, -20, 10
18, 0, -7, -5
2, 11, -7, -24
9, 31, 0, -22
-5, 3, 1, 6
4, -7, -1, 9
-4, -12, 4, 12
0, -5, -3, -4
2, 8, 1, -4
-4, -5, 5, 14
-2, -19, 0, 16
4, -7, -6, -1
2, 4, 3, 1
-1, -9, -7, 9
15, -2, -17, -5
12, 8, -6, -8
3, 7, -3, -11
2, 17, 1, -18
-4, 13, 5, -5
-3, -1, 2, 6
-1, -8, 1, 8
2, -3, -6, -6
2, 10, 8, -1
-13, -11, 7, 16
0, -12, -1, 5
0, 0, 0, -1
2, 3, -3, -3
1, 0, 2, 5
-4, -8, 1, 6
0, -1, 0, -1
-1, 0, 3, 3
-1, -4, -2, 2
1, -1, 2, 4
-4, -10, 1, 11
3, -6, -4, 2
0, -2, 5, 7
-6, -11, 3, 10
0, -5, 0, 3
-1, -2, 0, 1
3, 1, -4, -4
4, 4, -4, -2
6, 2, -5, -2
4, 1, -4, -3
5, 6, -3, -7
0, 2, 2, 5
1, -9, -6, 7
6, -3, -1, 3
-3, -6, 4, 7
-3, -5, 1, 0
-1, 1, 2, -1
-1, 0, 0, 0
1, 0, -2, 0
0, 0, 2, 4
-1, -6, -1, 3
2, 0, -3, -3
3, 5, -2, -4
0, 2, 1, 2
-1, -6, 0, 7
0, -6, 0, 6
2, -4, -4, 0
4, 4, -2, -6
1, 5, 0, -3
-1, 1, 1, 0
0, 0, -2, -3
2, 5, 0, -3
0, 0, 0, 2
0, -4, 0, 5
0, -4, 0, 2
0, -1, -1, 0
3, 1, -5, -2
5, 2, -4, -2
3, 1, -3, -1
2, 1, -2, 0
2, 0, -2, -2
1, 4, 1, -3
-4, 0, 3, 3
0, -1, -2, -2
1, 2, 0, 0
0, -1, -2, 2
3, 0, -4, -2
3, 3, -1, -1
1, 0, -4, -3
3, 5, 0, -2
-3, -1, 1, 1
1, 1, 0, -1
-2, -1, 2, 3
0, -2, -2, 0
2, 3, 0, -3
-1, 0, 0, 1
2, 0, -6, -3
5, 7, -1, -6
-2, 1, 5, 5
-2, -7, -1, 5
2, -1, -1, 0
-1, -2, 2, 4
0, -4, -4, 0
7, 5, -7, -10
3, 10, 0, -5
-1, 0, -1, 1
3, 0, -1, 0
-1, -1, 1, 2
0, -2, -2, 0
2, 2, 0, -1
-3, -2, 6, 7
-4, -8, 1, 4
1, 1, 0, -4
0, 3, 1, 0
-1, -1, 0, 2
0, -1, -1, 0
1, 1, 0, -1
-2, 0, 3, 3
-2, -4, 0, 2
1, 0, -1, -1
1, 2, 0, -2
-2, 0, 4, 3
-4, -4, 1, 3
0, -1, 0, 1
1, -1, -4, 0

1, 1, -1, -4
-2, 3, 5, 1
-3, -4, 0, 1
2, 3, -1, -5
-1, 2, 1, 1
0, -3, -2, 2
3, 0, -2, 0
0, -1, 1, 3
-2, -3, 1, 1
0, 1, 0, -4
0, 4, 0, -3
0, 1, 0, 0
0, -1, 0, 2
1, -1, -3, 0
3, 2, -2, -3
2, 3, -3, -3
3, 4, -3, -4
2, 4, -1, -3
1, 3, -2, -4
3, 6, -4, -8
2, 7, 0, -2
-2, -2, 1, 5
1, -5, -2, 1
1, 0, 0, 0
-1, -2, 0, 2
0, -2, 0, 2
0, -1, -1, -1
1, 4, -2, -5
1, 4, -1, -2
1, 0, -1, 1
1, 0, 0, 0
-1, -1, 2, 4
0, -5, 0, 3
1, -1, 0, 0
0, 0, -1, 0
2, 2, -3, -3
2, 3, 0, 0
1, -1, -3, 1
4, 0, -3, 1
2, -2, -1, 3
0, -4, 2, 6
-2, -6, 0, 1
2, 3, -1, -5
0, 3, 0, 0
0, 0, -1, -1
1, 1, -1, -2
0, 2, 0, -1
1, 0, -2, 1
3, -1, -3, 1
1, -2, 0, 4
1, -4, -2, 2
2, -2, 0, 4
0, -6, 0, 7
0, -6, 0, 4
1, -1, -5, -4
7, 9, -8, -11
6, 10, -4, -6
3, 2, -2, 0
1, -1, 0, 1
0, 0, -2, -2
3, 6, -3, -6
1, 3, 0, 1
-1, -4, 1, 4
0, -1, 0, -1
0, 2, 0, -2
1, 0, -3, 0
4, 1, -3, -1
0, 0, 0, 2
-1, -3, 0, 2
-1, -1, 3, 1
-2, -1, 0, 0
1, 2, -1, -2
1, 2, -3, -3
4, 5, -3, -6
1, 5, -1, -3
0, 1, 0, 0
-1, -2, 0, 3
0, -1, 0, 0
1, 2, -1, -3
2, 3, -3, -3
3, 2, -2, -1
1, 0, -2, -1
3, 2, -3, -1
4, 2, -5, -4
2, 5, 1, -2
-4, -3, 2, 5
1, -2, -2, -1
0, 2, 3, 1
-3, -4, 0, 4
1, -2, -1, 0
0, 0, 2, 2
-1, -2, 0, 2
1, 0, -1, 0
1, 0, -2, 0
2, 0, -2, 0
1, 0, -2, 0
3, 0, -2, 0
2, 0, -4, 0
5, 4, -4, -5
1, 3, 0, 0
0, -3, 0, 4
1, -4, -2, 2
3, 0, -4, -2
4, 2, -3, -2
3, 3, -2, -4
-1, 2, 4, 2
-2, -5, 0, 3
0, 0, 2, -2
-6, 2, 5, 0
-2, 0, 0, 0
0, -1, 0, 2
0, -2, 1, 2
-2, -3, 2, 4
0, -3, -1, 0
2, 2, -1, -4
0, 3, 0, -3
0, 2, 1, 0
0, 0, -1, 0
3, 1, -3, -1
1, 0, -1, 0
1, -1, -1, 1
1, 0, 0, 1
0, -1, -1, 0
1, 1, 0, -1
-2, 0, 3, 1
-2, -1, 2, 0
0, 0, 0, -2
1, 3, 0, -1
0, 0, 0, 1
1, -1, 0, 0
0, 0, 0, 0
1, 0, -1, -1
0, 0, 0, 3
0, -5, 0, 4
1, -2, -2, 0
3, 4, -3, -5
1, 4, 0, -2
-1, 0, 1, 0
-1, -1, 3, 3
-3, -5, 2, 4
-1, -2, 0, 0
0, 0, 0, 0
0, 0, 0, 1
1, 0, -2, -1
2, 2, 0, -1
0, 0, -1, -1
1, 3, 0, -2
-1, 0, 0, 3
2, -4, -6, 5
12, -6, -18, 4
19, 3, -10, -7
-4, 5, 15, 1
-17, -7, 10, 8
3, 0, -14, -21
0, 0, 0, 0
8, 37, 16, -20
-26, -11, 1, 16
26, 11, -18, -30
-9, 16, 23, 6
-14, -13, 0, 6
4, -2, -1, 8
-2, -15, 3, 14
-7, -8, 14, 8
-19, -18, 13, 32
5, -39, -27, 32
36, -16, -26, 0
5, 11, 12, -15
-22, 11, 22, -2
-19, -11, 16, 30
-12, -53, 1, 63
7, -53, -6, 30
-3, -8, 12, -5
-15, 13, 15, -16
-18, 13, 21, -5
-21, -5, 12, 15
2, -18, -14, 8
11, 5, 4, -8
-16, 0, 15, 7
-5, -4, 0, -1
-1, 2, 4, 0
-4, -2, 3, 0
-4, 0, 5, 0
-4, -2, 0, 0
2, 2, 0, -3
-3, 1, 4, 1
-3, -3, 2, 4
-2, -4, 2, 4
0, -6, -3, 7
5, -5, -2, 6
-4, -8, 6, 8
1, 1, -12, -19
12, 29, -1, -20
-5, 3, -2, 4
10, -3, -9, 2
0, -5, 6, 12
-9, -17, 7, 18
-1, -15, -7, 7
10, 2, -5, -5
1, 3, -1, -1
0, -3, 6, 18
-7, -32, -1, 32
6, -22, 1, 17
-5, -13, -6, -2
20, 22, -21, -33
9, 26, 4, -7
-5, -6, -4, 5
12, 5, -10, -11
3, 8, 2, 0
-4, -5, 3, 6
-2, -4, 2, 3
-2, -2, 2, 3
-4, -6, 8, 13
-8, -18, 4, 15
2, -6, -4, -3
4, 9, -2, -10
2, 9, -4, -6
6, 4, -6, -3
6, 2, -4, -3
0, 1, 2, 3
-1, -6, -2, 4
5, 0, -4, -3
-1, 1, 7, 5
-8, -11, 2, 9
4, -1, -6, -4
2, 5, 1, 0
1, -1, -7, -1
10, 7, -6, -7
0, 3, 2, 2
-3, -5, 2, 6
-1, -5, 0, 2
0, 0, 1, 0
-3, -1, 3, 2
-3, -3, 4, 7
-4, -10, 3, 11
-1, -8, 1, 6
-3, -6, 4, 6
-1, -4, -4, -2
5, 7, -1, -6
-1, 3, 0, -3
3, 5, -3, -5
4, 4, -7, -3
9, 4, -8, -4
6, 4, -4, -4
3, 5, 0, -3
0, 0, 0, 1
0, -1, 0, 1
-5, -3, 8, 8
-7, -10, 3, 6
0, 0, -1, -6
0, 7, 0, -4
0, 1, -1, 0
2, 0, -2, -1
1, 1, 0, -1
0, 1, 0, -1
5, 6, -11, -15
11, 20, -4, -13
0, 1, -3, 5
7, -5, -6, 5
1, -7, 0, 8
3, -4, -9, -5
7, 12, 0, -8
-5, -1, 6, 9
-2, -10, 0, 7
-3, -6, 9, 11
-13, -18, 9, 19
-1, -12, -5, 1
6, 7, -3, -8
1, 6, -1, -5
0, 4, 1, 0
-1, -2, -1, 1
2, 0, 1, 2
-3, -9, 0, 12
5, -9, -8, 2
3, 0, 5, 4
-9, -10, 6, 11
-1, -5, 0, 0
-1, 0, 1, 1
0, -3, 0, 3
0, -4, 0, 4
0, -3, -3, -1
4, 4, -3, -4
3, 3, -6, -3
6, 4, -3, -2
0, 0, 0, 1
0, 0, 0, 0
-1, -1, 2, 3
-2, -4, 0, 3
1, -2, -1, 0
1, 0, 0, 0
0, -1, 0, 1
1, -1, -1, 0
1, 0, 0, 0
-1, 0, 3, 2
-3, -3, 0, 2
0, 0, 0, -1
-1, 1, 3, 0
-4, 0, 2, 0
0, 3, 0, -5
-2, 3, 4, 2
-4, -8, 2, 11

0, 3, 0, -1
0, 0, -2, 0
4, 2, -5, -4
5, 6, -4, -8
2, 7, 0, -5
1, 2, -5, -1
6, 2, -4, -1
1, -1, 0, 3
0, -2, -2, 0
4, 3, -6, -5
7, 5, -6, -3
5, 2, -6, -2
6, 4, -6, -5
5, 5, -4, -4
3, 3, -2, -2
1, 1, 0, 0
0, 0, -1, -1
1, 1, 0, -1
-1, 0, 1, 0
0, 1, -1, -4
1, 5, -1, -5
2, 4, -2, -4
2, 3, 0, -1
-2, -1, 5, 5
-5, -7, 2, 4
1, 0, -1, -3
0, 0, 0, 0
-1, 1, 3, 3
-1, -6, -2, 4
3, 0, -1, -2
0, 5, 0, -7
0, 8, 1, -5
-2, 0, 0, 2
2, -2, -4, 0
2, 0, 0, 2
-1, -5, 1, 5
-1, -4, 2, 5
-2, -5, 0, 3
1, -1, 0, 2
-1, -4, 2, 6
0, -5, -1, 2
1, 0, 0, 0
